QUESTION,ANSWER1,ANSWER2,ANSWER3
"['switch', 'fast', '?']","['switch', 'statement', 'significantly', 'fast', '-', 'ladder', 'nest', '-', 'involve', '.', 'creation', 'jump', 'table', 'switch', 'compilation', '.', 'result', ',', 'instead', 'check', 'case', 'satisfied', 'execution', ',', 'decide', 'case', 'complete', '.']","['switch', 'statement', 'fast', 'case', 'compare', '-', ',', 'significantly', 'fast', 'number', 'condition', 'large', '.']","['theory', ',', 'switch', 'statement', 'fast', 'long', 'chain', '-', 'statement', 'case', '.', 'switch', 'statement', 'allow', 'compiler', 'generate', 'efficient', 'code', 'jump', 'table', 'binary', 'search', 'select', 'appropriate', 'branch', 'base', 'evaluate', 'expression', '.', 'hand', ',', '-', 'statement', 'offer', 'flexibility', 'handle', 'complex', 'condition', 'easily', 'express', 'switch', 'statement', '.']"
"['difference', 'foo(void', ')', 'foo', '(', ')', 'c']","['void', 'foo', '(', ')', 'mean', '""', 'function', 'foo', 'take', 'unspecified', 'number', 'argument', 'unspecified', 'type', '""', 'void', 'foo(void', ')', 'mean', '""', 'function', 'foo', 'take', 'argument', '""']","['function', 'declaration', 'c', 'include', '(', 'void', ')', 'parameter', 'list', ',', 'explicitly', 'indicate', 'function', 'take', 'argument', '.', 'mean', 'function', 'define', 'fix', 'parameter', 'list', 'parameter', '.', 'function', 'declaration', 'c', 'include', 'parameter', 'list', ',', 'foo', '(', ')', ',', 'signify', 'function', 'argument', 'list', 'unspecified', '.', 'mean', 'function', 'accept', 'number', 'type', 'argument', '.']","['c', ',', 'parameter', 'list', 'function', 'declaration', 'equivalent', 'write', 'void', 'parameter', 'list', ',', 'indicate', 'function', 'take', 'argument', '.', 'difference', 'subtle', ',', 'explicitly', 'void', 'function', 'declaration', '(', 'foo(void', ')', ')', 'consider', 'good', 'practice', 'provide', 'clarity', 'explicitly', 'state', 'function', 'accept', 'argument', '.']"
"['difference', 'fprintf', ',', 'printf', 'sprintf', '?']","['fprintf', 'write', 'formatted', 'text', 'output', 'stream', 'specify', '.', 'printf', 'equivalent', 'write', 'fprintf(stdout', ',', '...', ')', 'write', 'format', 'text', 'standard', 'output', 'stream', 'currently', 'point', '.', 'sprintf', 'write', 'formatted', 'text', 'array', 'char', ',', 'oppose', 'stream', '.']","['printf', 'outputs', 'standard', 'output', 'stream', '(', 'stdout', ')', '.', 'fprintf', 'go', 'file', 'handle', '(', 'file', '*', ')', '.', 'sprintf', 'go', 'buffer', 'allocate', '.', '(', 'char', '*', ')']","['printf', 'print', 'format', 'output', 'console', 'terminal', '.', 'fprintf', 'write', 'formatted', 'output', 'file', 'custom', 'output', 'stream', '.', 'sprintf', 'store', 'format', 'output', 'character', 'array', '.', 'simple', 'term', '  ', 'printf', 'print', 'console', 'fprintf', 'write', 'file', 'custom', 'stream', 'sprintf', 'store', 'string', '.']"
"['difference', 'char', '*', 'const', 'char', '*', '?']","['char', '*', 'mutable', 'pointer', 'mutable', 'character', '/', 'string', '.', 'const', 'char', '*', 'mutable', 'pointer', 'immutable', 'character', '/', 'string', '.', 'change', 'contents', 'location(s', ')', 'pointer', 'point', '.', ',', 'compiler', 'require', 'error', 'message', 'try', '.']","['example', 'char', '  ', '*', 'const', 'char', '*', ',', 'char', '*', ',', 'change', 'char', 'point', ',', 'char', 'point', '.', 'hand', ',', 'const', 'char', '*', ',', 'change', 'pointer', ',', 'char', 'point', '.', 'case', ',', 'const', 'specifi', 'apply', 'char', ',', 'asterisk', '.']","['char', '*', 'represent', 'mutable', 'string', ',', 'allow', 'modification', 'character', 'point', ',', 'const', 'char', '*', 'represent', 'immutable', 'string', ',', 'indicate', 'character', 'modify', '.']"
"['difference', 'read', '(', ')', 'recv', '(', ')', ',', 'send', '(', ')', 'write', '(', ')', '?']","['difference', 'recv()/send', '(', ')', 'work', 'socket', 'descriptor', 'let', 'specify', 'certain', 'option', 'actual', 'operation', '.', 'function', 'slightly', 'specialized', '.', 'function', 'read()/write', '(', ')', 'universal', 'file', 'descriptor', 'function', 'work', 'descriptor', '.']","['read', '(', ')', 'equivalent', 'recv', '(', ')', 'flag', 'parameter', '0', '.', 'value', 'flag', 'parameter', 'change', 'behaviour', 'recv', '(', ')', '.', 'similarly', ',', 'write', '(', ')', 'equivalent', 'send', '(', ')', 'flag', '=', '=', '0', '.']","['read', '(', ')', 'write', '(', ')', 'low', '-', 'level', 'system', 'call', 'file', 'descriptor', ',', 'recv', '(', ')', 'send', '(', ')', 'high', '-', 'level', 'socket', 'function', '.', 'recv', '(', ')', 'send', '(', ')', 'provide', 'additional', 'option', 'feature', 'specific', 'socket', 'operation', ',', 'read', '(', ')', 'write', '(', ')', 'general', '-', 'purpose', 'function', '.', 'recv', '(', ')', 'send', '(', ')', 'commonly', 'network', 'programming', 'socket', ',', 'read', '(', ')', 'write', '(', ')', 'file', 'descriptor', '.']"
"['difference', 'single', 'quote', 'double', 'quote', 'c']","['c', 'single', 'quote', 'identify', 'single', 'character', ',', 'double', 'quote', 'create', 'string', 'literal', '.', ""'"", ""'"", 'single', 'character', 'literal', ',', '""', '""', 'string', 'literal', 'contain', ""'"", ""'"", 'null', 'terminator', '(', '2', 'char', 'array', ')', '.']","['single', 'quote', 'individual', 'character', ',', 'double', 'quote', 'string', '.', 'single', 'quote', 'represent', 'single', 'character', ',', 'double', 'quote', 'represent', 'sequence', 'character', 'form', 'string', '.']","['single', 'quote', 'character', ',', 'double', 'quote', 'null', '-', 'terminate', 'string', '.']"
"['array', 'pointer', '?']","['array', 'value', ',', 'represent', 'address', 'element', '.', 'array', 'value', 'represent', 'array', '.']","['array', 'array', 'pointer', 'pointer', ',', 'case', 'array', 'name', 'convert', 'pointer', '.', 'term', 'decay', 'pointer', '.']","['array', 'treat', 'like', 'pointer', 'context', ',', 'true', 'pointer', '.', 'represent', 'memory', 'address', 'element', 'array', 'limitation', 'compare', 'pointer', 'variable', '.']"
"['{', '0', '}', 'mean', 'initialize', 'object', '?']","['happening', 'call', 'aggregate', 'initialization', '.', '{', '0', '}', 'initialize', 'aggregate', 'like', 'basically', 'trick', '0', 'entire', 'thing', '.', 'aggregate', 'initialization', 'specify', 'member', 'spec', 'require', 'unspecified', 'member', 'default', 'initialize', ',', 'mean', 'set', '0', 'simple', 'type', '.']","['initialize', 'object', '{', '0', '}', ',', 'mean', 'member', 'element', 'object', 'set', 'respective', 'zero', 'value', '.', 'c', ',', 'declare', 'object', 'provide', 'initializer', 'list', 'enclose', 'curly', 'brace', ',', 'element', 'object', 'initialize', 'base', 'value', 'specify', 'brace', '.', 'few', 'value', 'provide', 'number', 'element', 'object', ',', 'remain', 'element', 'automatically', 'initialize', 'respective', 'zero', 'value', '.']","['{', '0', '}', 'initializer', 'convenient', 'way', 'ensure', 'object', 'start', 'default', 'value', '0', 'member', 'element', ',', 'regardless', 'type', '.']"
"['properly', 'compare', 'string', 'c', '?']","['compare', 'string', 'strcmp', '(', ')', 'function', '<', 'string.h', '>', 'library', '.', 'strcmp', '(', ')', 'function', 'compare', 'string', 'return', 'integer', 'value', 'base', 'comparison', 'result', '.']","['use', 'strcmp', ',', 'return', 'value', '0', 'indicate', 'string', 'match', '.']","['use', 'strcmp', ',', '<', 'string.h', '>', 'library', 'compare', 'string', ',', 'return', '0', 'string', 'equal', '.']"
"['exactly', 'reentrant', 'function', '?']","['reentrant', 'function', 'function', 'safely', 'call', 'simultaneously', 'multiple', 'thread', ',', 'cause', 'unexpected', 'behavior', 'datum', 'corruption', '.', 'reentrant', 'function', 'design', 'thread', '-', 'safe', 'reentrant', ',', 'mean', 'handle', 'concurrent', 'recursive', 'invocation', 'correctly', '.']","['computer', 'program', 'routine', 'describe', 'reentrant', 'safely', 'call', 'previous', 'invocation', 'complete', '(', 'i.e', 'safely', 'execute', 'concurrently', ')', '.']","['-', 'entrant', 'function', 'interrupt', '(', 'typically', 'thread', 'context', '-', 'switching', ')', ',', '-', 'enter', 'thread', 'ill', '-', 'effect', '.', 'function', 'rely', 'local', 'variable', 'consider', '-', 'entrant', 'fact', 'variable', 'safely', 'encapsulate', 'thread', '.']"
"['check', 'substre', 'exist', 'string', 'c']","['use', 'strstr', '(', ')', 'function', '<', 'string.h', '>', 'library', '.', 'strstr', '(', ')', 'function', 'search', 'occurrence', 'substre', 'give', 'string', 'return', 'pointer', 'start', 'substre', 'find', ',', 'null', 'pointer', '(', 'null', ')', 'substre', 'present', '.', 'sample', 'syntax', ':', 'strstr(string1', ',', 'string2', ')', '.', 'note', 'strstr', '(', ')', 'return', 'pointer', 'actual', 'occurrence', 'original', 'string', '.', 'obtain', 'index', ',', 'subtract', 'return', 'pointer', 'string', 'start', 'address']","['recommend', 'use', 'strstr', '(', ')', 'function', '<', 'string.h', '>', 'library', '.', 'possible', 'use', 'nest', 'loop', 'compare', 'character', 'base', 'string', 'character', 'suppose', 'substre', 'match', 'occur', '.']","['implement', 'strstr', 'function', '<', 'string.h', '>', 'library', 'implement', 'custom', 'function', 'search', 'substre', 'string', '.', 'iterate', 'string', 'compare', 'character', 'substring', '.', 'match', 'find', ',', 'continue', 'compare', 'subsequent', 'character', 'entire', 'substring', 'check', '.', 'entire', 'substring', 'find', ',', 'return', '1', 'indicate', 'existence', ';', ',', 'return', '0', 'indicate', 'non', '-', 'existence', '.']"
"['memory', 'variable', 'store', 'c', '?']","['global', 'static', 'variable', ',', 'constant', 'datum', 'type', 'store', 'datum', ',', 'comstant', 'datum', 'type', 'store', 'code', ',', 'local', 'variable', ',', 'variable', 'declare', 'main', 'store', 'stack', ',', 'pointer', 'store', 'stack', 'datum', '.', 'dynamically', 'allocate', 'space', 'store', 'heap', '.', 'worth', 'note', 'stack', 'refer', 'automatic', 'storage', 'class', '.']","['variable', 'store', 'different', 'memory', 'location', 'base', 'scope', 'lifetime', '.', 'common', 'memory', 'location', ':', 'stack', ':', 'local', 'variable', 'function', 'parameter', 'store', '.', 'short', 'lifespan', 'automatically', 'manage', 'compiler', '.', 'heap', ':', 'dynamically', 'allocate', 'memory', 'function', 'like', 'malloc', '(', ')', 'store', '.', 'variable', 'heap', 'long', 'lifespan', 'manually', 'manage', 'free', '(', ')', '.', 'global', '/', 'static', ':', 'global', 'variable', 'static', 'variable', 'long', 'lifespan', 'store', 'separately', '.', 'retain', 'value', 'program', 'access', 'multiple', 'part', 'code', '.', 'constant', ':', 'constant', ',', 'like', 'string', 'literal', ',', 'store', 'read', '-', 'memory', '.']","['code', 'segment', ',', 'refer', 'text', 'segment', ',', 'area', 'memory', 'contain', 'frequently', 'execute', 'code', '.', 'code', 'segment', 'read', '-', 'avoid', 'risk', 'get', 'overridden', 'programming', 'bug', 'like', 'buffer', '-', 'overflow', ',', 'etc', '.', 'uninitialized', 'data', 'segment', 'know', 'bss', '.', 'portion', 'memory', 'contain', 'uninitialized', 'global', 'variable', ',', 'uninitialized', 'constant', 'global', 'variable', ',', 'uninitialized', 'local', 'static', 'variable', '.', 'initialize', 'data', 'segment', 'store', 'initialize', 'global', 'variable', ',', 'initialize', 'constant', 'global', 'variable', 'initialize', 'local', 'static', 'variable', ',', 'stack', 'segment', 'stack', 'segment', 'store', 'variable', 'create', 'inside', 'function', 'variable', 'like', 'local', 'variable', 'function', ',', 'argument', 'pass', 'function', ',', 'return', 'address', '.', 'heap', 'segment', 'segment', 'support', 'dynamic', 'memory', 'allocation', '.']"
"['difference', 'printf', '(', ')', 'put', '(', ')', 'c', '?']","['put', 'simple', 'printf', 'aware', 'automatically', 'append', 'newline', '.', 'want', ',', 'fput', 'string', 'stdout', 'use', 'printf', '.']","['printf', '(', ')', 'allow', 'format', 'output', 'format', 'specifier', ',', 'allow', 'pecify', 'multiple', 'value', 'format', 'accordingly', '.', 'put', '(', ')', 'simple', 'support', 'format', 'specifier', '.', 'take', 'single', 'string', 'argument', 'display', 'line', 'text.printf', '(', ')', 'return', 'number', 'character', 'print', 'console', '.', 'put', '(', ')', 'return', 'number', 'character', 'print', '.']","['printf', '(', ')', 'offer', 'flexibility', 'control', 'format', ',', 'put', '(', ')', 'simple', 'automatically', 'add', 'newline', 'character', '.']"
"['comma', 'operator', ',', '?']","['example', 'expression', ':', '(', 'expression1', ',', 'expression2', ')', ',', 'expression1', 'evaluate', ',', 'expression2', 'evaluate', ',', 'value', 'expression2', 'return', 'expression', '.']","['comma', 'operator', '(', ',', ')', 'c', 'separate', 'expression', 'context', '.', 'primary', 'purpose', ':', 'sequence', 'expression', ':', 'usage', ',', 'comma', 'operator', 'allow', 'specify', 'multiple', 'expression', 'evaluate', 'sequence', '.', 'value', 'entire', 'expression', 'value', 'rightmost', 'expression', '.', ',', 'expression', 'sequence', 'evaluate', ',', 'effect', 'produce', 'effect', '.', 'function', 'argument', 'declaration', ':', 'comma', 'operator', 'separate', 'function', 'argument', 'parameter', 'function', 'call', 'function', 'declaration', ',', 'respectively', '.']","['comma', 'operator', 'evaluate', 'leave', 'operand', ',', 'discard', 'result', 'evaluate', 'right', 'operand', 'result', '.']"
"['switch', 'statment', ',', 'default', 'case', '?']","['case', 'statement', 'default', 'statement', 'occur', 'order', 'switch', 'statement', '.', 'default', 'clause', 'optional', 'clause', 'match', 'constant', 'case', 'statement', 'match', '.']","[',', 'default', 'case', 'switch', 'statement', 'case', '.', 'default', 'case', 'place', 'switch', 'statement', ',', 'case', 'label', '.', ',', 'common', 'practice', 'recommendation', 'placement', 'default', 'case', ',', 'consider', 'good', 'practice', 'place', 'default', 'case', 'case', 'switch', 'statement', '.', 'convention', 'help', 'improve', 'code', 'readability', 'make', 'easy', 'understand', 'control', 'flow', '.', 'regardless', 'position', 'default', 'case', ',', 'crucial', 'include', 'break', 'statement', '.', 'break', 'statement', 'necessary', 'exit', 'switch', 'statement', 'matching', 'case', 'default', 'case', 'execute', '.', 'break', 'statement', ',', 'program', 'continue', 'execute', 'subsequent', 'case', ',', 'potentially', 'lead', 'unintended', 'behavior', '.']","['default', 'statement', 'execute', 'case', 'constant', '-', 'expression', 'value', 'equal', 'value', 'expression', '.', 'default', 'statement', ',', 'case', 'match', 'find', ',', 'statement', 'switch', 'body', 'execute', '.', 'default', 'statement', '.', 'default', 'statement', 'come', 'end', '.', 'appear', 'body', 'switch', 'statement', '.', 'case', 'default', 'label', 'appear', 'inside', 'switch', 'statement', '.']"
"['difference', 'memcpy', '(', ')', 'memmove', '(', ')']","['n', 'general', ',', 'memcpy', 'implement', 'simple', '(', 'fast', ')', 'manner', '.', 'simplistically', ',', 'loops', 'data', '(', 'order', ')', ',', 'copy', 'location', '.', 'result', 'source', 'overwrite', 'read', '.', 'memmove', 'work', 'ensure', 'handle', 'overlap', 'correctly', ',', 'perform', 'test', 'determine', 'direction', 'loop', 'avoid', 'corrupt', 'datum', '.']","['memory', 'memcpy', 'overlap', 'risk', 'undefined', 'behaviour', ',', 'memory', 'memmove', 'overlap', '.', 'implementation', 'memcpy', 'work', 'overlap', 'input', 'count', 'behaviour', '.', 'memmove', 'allow', 'overlapping', '.']","['memcpy', '(', ')', 'copy', 'block', 'memory', 'source', 'destination', 'check', 'overlap', 'memory', 'region', '.', 'assume', 'source', 'destination', 'memory', 'block', 'overlap', '.', 'memory', 'region', 'overlap', ',', 'behavior', 'undefine', ',', 'lead', 'unexpected', 'result', '.', 'memmove', '(', ')', 'copy', 'block', 'memory', 'source', 'destination', ',', 'memory', 'region', 'overlap', '.', 'handle', 'overlap', 'memory', 'region', 'correctly', 'internally', 'temporary', 'buffer', 'perform', 'copy', '.', 'ensure', 'original', 'datum', 'preserve', 'regardless', 'overlap', '.']"
"['void', '*', 'mean', 'use', '?']","['pointer', 'void', '""', 'generic', '""', 'pointer', 'type', '.', 'void', '*', 'converted', 'pointer', 'type', 'explicit', 'cast', '.', 'dereference', 'void', '*', 'pointer', 'arithmetic', ';', 'convert', 'pointer', 'complete', 'datum', 'type', '.', 'void', '*', 'place', 'need', 'able', 'work', 'different', 'pointer', 'type', 'code', '.']","['void', '*', 'generic', 'pointer', 'type', 'point', 'object', 'type', '.', 'void', '*', 'type', 'refer', '""', 'generic', 'pointer', '""', 'specify', 'type', 'datum', 'point', '.', 'represent', 'memory', 'address', 'specific', 'data', 'type', 'associate', '.', 'void', '*', 'type', 'commonly', 'situation', 'need', 'work', 'pointer', 'different', 'type', 'object', 'pass', 'pointer', 'function', 'accept', 'type', 'argument', '.']","['void', '*', 'mean', 'function', 'pointer', 'need', 'specific', 'type', '.']"
"['convert', 'int', 'string', 'c', '?']","['use', 'sprintf', '(', ')', ',', 'number', 'representable', 'int', 'fit', '12', '-', 'char', '-', 'array', 'overflow', ',', 'compiler', '32', '-', 'bit', 'int', '.', 'number', 'great', 'bitsize', ',', 'e.g.', 'long', '64', '-', 'bit', 'compiler', ',', 'need', 'increase', 'array', 'size', '—', '21', 'character', '64', '-', 'bit', 'type', '.']","['ou', 'convert', 'integer', 'string', 'sprintf', '(', ')', 'snprintf', '(', ')', 'function', '.']","['convert', 'integer', 'string', 'c', ',', 'use', 'sprintf', '(', ')', 'function', '.', 'format', 'integer', 'string', 'store', 'character', 'array', '.', 'want', 'ensure', 'safety', 'specify', 'maximum', 'length', 'destination', 'buffer', ',', 'use', 'snprintf', '(', ')', 'function', 'instead', '.', 'prevent', 'write', 'character', 'available', 'space', ',', 'ensure', 'safety', '.']"
"['char', 'sign', 'unsigned', 'default', '?', '\n']","['c', ',', 'char', 'sign', 'unsigned', 'default', 'implementation', '-', 'define', '.', 'mean', 'vary', 'depend', 'compiler', 'platform', '.', ',', 'modern', 'compiler', ',', 'include', 'popular', 'one', 'like', 'gcc', 'clang', ',', 'typically', 'treat', 'char', 'sign', 'default', '.']","['standard', 'define', 'distinct', 'type', ':', 'char', ',', 'sign', 'char', ',', 'unsigned', 'char', '.', 'type', 'distinct', 'far', 'standard', 'concerned', '.', 'note', 'char', 'special', 'way', '.', 'declare', 'variable', 'int', '100', '%', 'equivalent', 'declare', 'sign', 'int', '.', 'true', 'compiler', 'architecture', '.']","['standard', 'leave', 'implementation', '.']"
"['""', 'memory', 'allocate', 'compile', 'time', '""', 'mean', '?']","['memory', 'allocate', 'compile', '-', 'time', 'mean', 'compiler', 'resolve', 'compile', '-', 'time', 'certain', 'thing', 'allocate', 'inside', 'process', 'memory', 'map', '.']","['memory', 'allocate', 'compile', 'time', 'simply', 'mean', 'allocation', 'run', 'time', '--', 'call', 'malloc', ',', 'new', ',', 'dynamic', 'allocation', 'method', '.', 'fix', 'memory', 'usage', 'need', 'memory', 'time', '.']","['memory', 'allocate', 'compile', 'time', 'mean', 'load', 'program', ',', 'memory', 'immediately', 'allocate', 'size', '(', 'relative', ')', 'position', 'allocation', 'determine', 'compile', 'time', '.']"
"['check', 'integer', 'odd', '?']","['use', 'modulo', 'operator', '%', '.', 'modulo', 'operator', 'calculate', 'remainder', 'number', 'divide', '.', '%', 'operator', 'calculate', 'remainder', 'number', 'divide', '2', '.', 'remainder', '0', ',', 'mean', 'number', 'divisible', '2', '.', ',', 'remainder', '0', ',', 'number', 'odd', '.']","['use', 'bitwise', 'operator', '&', 'number', '1', '.', 'approach', ',', 'bitwise', 'operation', 'number', '&', '1', 'perform', '.', 'significant', 'bit', 'number', 'set', '(', 'i.e.', ',', '1', ')', ',', 'result', 'non', '-', 'zero', ',', 'indicate', 'odd', 'number', '.', 'significant', 'bit', 'set', '(', 'i.e.', ',', '0', ')', ',', 'result', '0', ',', 'indicate', 'number', '.']","['use', 'modulo', '%', 'method', 'bitwise', '1', 'method', ',', 'valid', 'method', 'achieve', 'result', '.']"
"['object', 'file', 'c', '?']","['object', 'file', 'real', 'output', 'compilation', 'phase', '.', 'machine', 'code', ',', 'info', 'allow', 'linker', 'symbol', 'symbol', 'require', 'order', 'work', '.']","['object', 'file', 'compile', 'binary', 'file', 'contain', 'machine', 'code', 'generate', 'source', 'code', '.', 'serve', 'intermediate', 'representation', 'source', 'code', 'final', 'executable', 'program', '.']","['object', 'file', 'compile', 'file', '.', 'difference', '.', 'executable', 'file', 'form', 'link', 'object', 'file', '.', 'object', 'file', 'contain', 'low', 'level', 'instruction', 'understand', 'cpu', '.', 'call', 'machine', 'code', '.']"
"['set', 'variable', 'null', 'free']","['set', 'unused', 'pointer', 'null', 'defensive', 'style', ',', 'protect', 'dangle', 'pointer', 'bug', '.', 'dangle', 'pointer', 'access', 'free', ',', 'read', 'overwrite', 'random', 'memory', '.', 'null', 'pointer', 'access', ',', 'immediate', 'crash', 'system', ',', 'tell', 'right', 'away', 'error', '.', 'local', 'variable', ',', 'little', 'bit', 'pointless', '""', 'obvious', '""', 'pointer', 'access', 'anymore', 'free', '.']","['free', 'pointer', ',', 'memory', 'available', 'reallocate', 'malloc', '.', 'original', 'pointer', 'end', 'bug', 'attempt', 'use', 'pointer', 'free', 'corrupt', 'variable', ',', 'program', 'enter', 'unknown', 'state', 'kind', 'bad', 'thing', 'happen', '(', 'crash', 'lucky', ',', 'datum', 'corruption', 'unlucky', ')', '.', 'set', 'pointer', 'null', 'free', ',', 'attempt', 'read', '/', 'write', 'pointer', 'later', 'result', 'segfault', ',', 'generally', 'preferable', 'random', 'memory', 'corruption', '.']","['set', 'variable', 'null', 'free', 'good', 'practice', 'avoid', 'potential', 'issue', 'dangle', 'pointer', '.', 'free', 'dynamically', 'allocate', 'memory', 'block', 'free', '(', ')', ',', 'memory', 'deallocate', 'long', 'access', '.', ',', 'variable', 'point', 'memory', 'block', 'retain', 'value', ',', 'dangle', 'pointer', '.', 'mitigate', 'risk', ',', 'common', 'practice', 'immediately', 'set', 'pointer', 'variable', 'null', 'freeing', 'memory', '.', 'assign', 'null', 'pointer', 'ensure', 'long', 'hold', 'address', 'deallocate', 'memory', '.']"
"['difference', 'place', 'const', 'const', '?']","['rule', ':', 'const', 'apply', 'thing', 'leave', '.', 'leave', 'apply', 'thing', 'right', ',', 'generally', 'achieve', 'thing', '.', 'note', 'change', 'declare', 'pointer', 'constant']","['c', ',', 'const', 'keyword', 'place', 'datum', 'type', 'declare', 'constant', '.', 'form', 'valid', 'effect', '.', 'choice', 'place', 'const', 'datum', 'type', 'matter', 'personal', 'preference', 'code', 'style', '.', 'affect', 'behavior', 'functionality', 'constant', '.', ',', 'generally', 'recommend', 'follow', 'prevail', 'code', 'style', 'codebase', 'project', 'maintain', 'consistency', '.', ',', 'declare', 'pointer', 'constant', ',', 'placement', 'const', 'datum', 'type', 'indicate', 'constant', 'nature', 'point', 'value', '.']","['essentially', ',', 'reason', 'position', 'const', 'specifier', 'prior', 'asterisk', 'matter', 'c', 'grammar', 'define', 'way', 'kernighan', 'ritchie', '.', 'reason', 'define', 'grammar', 'way', 'likely', 'c', 'compiler', 'parse', 'input', 'left', '-', '-', 'right', 'finished', 'processing', 'token', 'consume', '.', 'consume', '*', 'token', 'change', 'state', 'current', 'declaration', 'pointer', 'type', '.', 'encounter', 'const', '*', 'mean', 'const', 'qualifier', 'apply', 'pointer', 'declaration', ';', 'encounter', 'prior', '*', 'mean', 'qualifier', 'apply', 'datum', 'point', '.']"
"['string', 'literal', 'alocate', 'c']","['common', 'technique', 'string', 'literal', '""', 'read', '-', '-', 'datum', '""', 'section', 'get', 'map', 'process', 'space', 'read', '-', '(', 'change', ')', '.', 'vary', 'platform', '.', 'example', ',', 'simple', 'chip', 'architecture', 'support', 'read', '-', 'memory', 'segment', 'datum', 'segment', 'writable', '.']","['c', ',', 'string', 'literal', 'typically', 'allocate', 'read', '-', 'memory', 'know', '""', 'data', 'segment', '""', '""', 'text', 'segment', '""', '.', 'exact', 'location', 'allocation', 'mechanism', 'depend', 'specific', 'implementation', 'compiler', '.', 'string', 'literal', 'read', '-', ',', 'attempt', 'modify', 'content', 'string', 'literal', 'result', 'undefined', 'behavior', '.', 'important', 'note', 'modify', 'string', 'literal', 'directly', 'allow', '.', 'need', 'modify', 'string', ',', 'create', 'separate', 'array', 'copy', 'content', 'string', 'literal', '.']","['c', 'c++', 'standard', 'string', 'literal', 'static', 'storage', 'duration', ',', 'attempt', 'modifying', 'give', 'undefined', 'behavior', ',', 'multiple', 'string', 'literal', 'content', 'share', 'storage', '.', 'depend', 'system', 'writing', ',', 'capability', 'executable', 'file', 'format', 'use', ',', 'store', 'program', 'code', 'text', 'segment', ',', 'separate', 'segment', 'initialize', 'datum', '.']"
"['point', 'make', 'function', 'static', 'c', '?']","['make', 'function', 'static', 'hide', 'translation', 'unit', ',', 'help', 'provide', 'encapsulation', '.']","['make', 'function', 'static', 'confer', 'performance', 'benefit', 'presence', 'compiler', 'optimization', '.', 'static', 'function', 'call', 'outside', 'current', 'translation', 'unit', '(', 'code', 'take', 'pointer', 'address', ')', ',', 'compiler', 'control', 'point', '.', 'mean', 'free', 'use', 'non', '-', 'standard', 'abi', ',', 'inline', 'entirely', ',', 'perform', 'number', 'optimization', 'possible', 'function', 'external', 'linkage', '.']","['make', 'function', 'static', ',', 'limit', 'scope', 'file', 'define', '.', 'promote', 'encapsulation', 'information', 'hiding', ',', 'function', 'expose', 'part', 'program', '.', 'helps', 'prevent', 'naming', 'conflict', 'provide', 'clear', 'separation', 'functionality', '.', 'make', 'function', 'static', 'way', 'create', 'private', 'function', 'source', 'file', '.', 'function', 'call', 'file', ',', 'make', 'inaccessible', 'part', 'program', '.', 'allow', 'define', 'helper', 'function', 'internal', 'implementation', 'detail', 'need', 'expose', 'external', 'interface', '.', 'static', 'keyword', 'provide', 'potential', 'optimization', 'compiler', '.', 'function', 'internal', 'linkage', 'accessible', 'outside', 'translation', 'unit', ',', 'compiler', 'perform', 'certain', 'optimization', 'like', 'inline', 'function', 'optimize', 'code', 'base', 'know', 'call', 'context', '.', 'result', 'improved', 'performance', '.']"
"['void', 'mean', 'c']","['basically', 'mean', '""', '""', '""', 'type', '""', '.', '3', 'basic', 'way', 'void', ':', 'function', 'argument', 'function', 'take', '.', 'function', 'return', 'value', 'function', 'return', '.', 'generic', 'data', 'pointer', ""'"", 'datum', ""'"", 'pointer', 'datum', 'unknown', 'type', ',', 'dereference']","['void', 'keyword', 'indicate', 'absence', 'specific', 'type', '.', 'function', 'declare', 'return', 'type', 'void', ',', 'mean', 'function', 'return', 'value', '.', 'function', 'declare', 'parameter', 'list', '(', 'void', ')', ',', 'mean', 'function', 'take', 'argument', '.', 'void', '*', 'generic', 'pointer', 'type', 'represent', 'pointer', 'type', 'object', '.', 'situation', 'specific', 'type', 'datum', 'know', 'deal', 'memory', 'allocation', 'deallocation', '.']","['void', 'c', 'serve', 'way', 'indicate', 'absence', 'specific', 'type', 'information', '.', 'function', 'return', 'type', ',', 'function', 'parameter', ',', 'generic', 'pointer', 'type', 'provide', 'flexibility', 'handle', 'situation', 'type', 'information', 'need', 'known', 'advance', '.']"
